Feature,Variable,Space,Method,Subfolder,Performance,Classes,Bins,Separation Vector
0.0,Split Complementary,w,InterfaceGAN_LR_0.1_8_Split Complementary_True,interfaceGAN/split_complementary/,0.96,"BW, Brown, Yellow, Cyan, Blue, Green, Red, Magenta","[0, 35, 70, 150, 200, 260, 345, 360]","[ 1.08200484e-01 -3.53164855e-02 -2.77762828e-02  2.90326339e-02
  5.23378838e-02 -1.99443716e-02  7.56478177e-03  9.13982413e-03
  3.77334922e-02 -1.95430696e-02 -3.87489600e-02  4.16411967e-02
 -6.45854202e-02 -3.14055184e-02 -2.86443622e-02  4.31105495e-02
 -6.61638856e-02  6.08733111e-03 -3.09607045e-03  2.97376411e-02
 -3.60574057e-02 -3.32095672e-02  2.40522914e-02  8.92745999e-02
  2.66394135e-02  3.65787782e-02  5.67539302e-02  2.30260226e-03
  2.84834750e-02 -1.53707427e-02 -6.74742890e-04  3.04108478e-02
  1.54364075e-02  2.23567809e-02 -4.92784818e-02 -4.34632034e-03
 -1.11280045e-02 -4.23192170e-02 -7.05743772e-03 -2.43786115e-02
 -9.99785891e-02 -2.62245005e-02 -7.18646952e-02 -5.14296815e-02
 -3.19398087e-02  2.54346175e-02  7.68221563e-03  2.52358464e-02
 -3.04652844e-02 -5.44559606e-04 -3.28678345e-02  2.65559699e-02
 -9.83521200e-02  4.56121182e-02  3.05479023e-02  7.32466483e-03
  2.41403825e-02 -2.92152512e-02 -6.26353866e-02  5.31346744e-02
  5.74045691e-03 -1.31203523e-02  4.31899671e-03  1.58503867e-02
 -4.59293158e-03  1.60707110e-02 -6.65420591e-03  8.83578032e-02
 -5.48830041e-02  7.79533985e-03  3.98480374e-02  3.53954041e-02
 -3.60610190e-02  5.85119982e-02 -5.08557404e-03  2.05726988e-02
  8.28358749e-02 -5.60140834e-02  6.54619669e-02  4.78346998e-03
 -9.61795762e-03  3.48154745e-02 -1.56042745e-02  4.31663721e-02
 -5.50020140e-03 -4.02748348e-02  2.83559883e-02  6.16968618e-02
 -3.90141842e-02  3.15035880e-02 -4.22870960e-02 -8.65554431e-03
 -4.54569284e-02 -2.52527089e-02  6.16563606e-02 -9.17901033e-03
 -6.02961843e-02 -4.79084867e-02 -3.39617397e-02 -7.25056009e-02
 -5.43217266e-02  2.77519890e-02 -5.57077184e-02  5.27880199e-02
 -3.64932574e-02  3.54503372e-02 -4.47880249e-03  4.08175088e-02
  5.55094296e-02  7.93515133e-02 -5.29838889e-02  1.41397478e-02
 -7.74725431e-02  3.36663530e-02 -9.35519332e-02 -2.97059920e-02
  1.99831794e-02 -1.23281580e-02 -1.44324673e-04 -5.97022639e-02
 -1.81748331e-02  1.95422006e-02  5.48464730e-02 -1.83294978e-03
  2.28908638e-02 -7.29070408e-03 -1.65484479e-03 -9.57999382e-03
 -7.77155903e-03  5.51992553e-02 -2.83843516e-02  4.88909588e-02
  3.05891657e-02  5.25066463e-02 -1.00182546e-01  7.47947699e-02
 -4.72410005e-02  5.83989183e-02  2.40237761e-02 -1.82086438e-02
 -2.57809998e-02 -3.08456912e-02  4.70361908e-02 -2.47103582e-02
  6.93587468e-02  1.26273918e-02 -1.02468454e-02  1.24542753e-02
 -7.84173160e-02  5.88274626e-02  6.07032036e-02  6.74734742e-02
  5.70447208e-02  2.36386739e-03 -1.35902277e-02 -4.87591276e-02
 -8.24536444e-03 -1.83600685e-02 -1.59713022e-02 -5.67848373e-02
  3.04492909e-03  2.34629632e-02 -2.63854136e-02  1.25037662e-02
 -2.35162814e-03 -6.07983614e-02 -5.06698338e-02  1.67775205e-02
 -2.12534615e-02 -5.86996518e-02  2.87966236e-02 -5.78357284e-03
  1.25486866e-02  5.12163887e-02  2.99447602e-02  9.13526367e-02
 -2.04623586e-02  1.56930252e-02  3.81667390e-02 -8.19172982e-02
 -5.13224320e-02 -3.20919339e-02 -1.70039578e-02  1.16437920e-02
 -4.07284816e-02 -8.50846894e-02  4.52437845e-03  6.44567601e-02
 -8.41911025e-02 -2.22532074e-02  2.78735948e-02  1.00179624e-02
  3.61580529e-02 -3.94867816e-03  2.20208182e-02 -4.59535616e-02
 -3.94540081e-02  6.14759224e-02 -4.78562900e-03  1.13338586e-03
  5.52038613e-02  3.00247583e-02  3.37613517e-02 -1.94593857e-02
  4.15910993e-02  6.52365711e-02 -5.16538484e-02 -1.85465611e-02
 -7.60291994e-02  3.45884482e-02 -5.75990687e-02  3.41607522e-02
 -7.57159967e-03 -2.82305372e-02 -1.35226064e-02  1.95425666e-02
  1.90680366e-02 -1.40224896e-02  5.94739906e-02 -4.14271422e-02
  6.29068342e-02  1.60101630e-02  5.81256263e-02  1.03673609e-02
 -6.08786362e-02 -4.60633492e-02  4.96279683e-03 -5.42039189e-02
 -3.72282927e-02  3.39073784e-02 -2.41757976e-02 -1.35084245e-02
 -9.09556397e-03  7.83734621e-02  3.48993585e-02  8.28419466e-02
 -3.84753473e-02 -1.76945280e-02 -1.39067910e-01  8.27869842e-03
 -6.31451796e-02 -1.82677618e-02  6.05543333e-02  2.37197760e-02
  5.42847002e-02  2.64688606e-03  4.63864343e-02  3.36716200e-03
 -5.47425570e-02 -4.82735595e-02 -2.39347927e-02 -5.57890943e-02
 -6.02211991e-02 -2.42172282e-02  9.95343360e-03 -3.42980452e-02
  2.19030499e-02 -7.26263371e-02 -1.48269741e-03 -5.00851115e-02
 -1.23172456e-02  2.20094399e-02 -1.04444206e-02 -2.03789349e-02
 -3.48804534e-03  5.48744571e-03  1.44877122e-02  2.61158141e-02
 -6.90099548e-02 -2.05157431e-02 -4.57791927e-02  6.64649736e-02
  8.33637165e-02  1.09594225e-02 -6.84270566e-02 -6.08422259e-04
 -7.03474892e-02  2.87505483e-02  2.71891217e-02  2.91449315e-02
 -1.10378626e-02 -8.60827561e-02  2.87814953e-02 -9.20220284e-03
  5.88822967e-02 -6.39100201e-03  5.18971032e-03  5.54874432e-02
  7.13595319e-02  5.16599566e-02 -8.95930056e-05  1.73157671e-02
 -3.47932246e-02  4.73374731e-02  8.42384980e-02  1.07992207e-02
  5.57891367e-02 -1.08584812e-02 -7.71029553e-02  2.28698713e-02
 -5.56468721e-02  4.58739598e-02  4.65167798e-02  2.51676368e-02
 -4.66380464e-02  3.51732938e-02 -1.71225636e-02 -5.09189830e-02
  3.11918054e-03 -4.91344810e-02  2.30236038e-02  3.61075364e-02
  1.28251536e-02 -5.46080807e-02  3.34639031e-02 -1.67833502e-02
  4.33721351e-03 -4.62105314e-02 -4.81331231e-02 -6.90099377e-02
  2.10055490e-02  8.86870642e-03  8.56639586e-03  3.75973768e-02
 -4.56849706e-02 -8.44382314e-02  2.03512409e-02  7.61840248e-03
 -7.48666333e-02  7.04027074e-03  5.77103953e-02  7.34399547e-04
 -5.48868636e-02  9.51588309e-02  4.64054769e-02  5.33579679e-02
 -1.44860547e-02 -7.13095900e-02 -5.51322874e-02  3.89908499e-02
  2.69205527e-02  2.85709400e-02  4.18185419e-02  3.77155071e-02
 -7.38966333e-02  3.37357219e-02 -6.30868022e-02  4.23219467e-03
 -1.14665999e-01  4.11290094e-02 -6.11812764e-02 -9.20833944e-02
 -3.65781223e-02 -2.81938757e-02 -8.97694013e-02 -1.70785270e-03
  3.93818027e-02  3.13260049e-02  4.28443392e-02 -1.31896493e-02
 -2.90770400e-02 -9.13023358e-02  4.73997571e-02  1.01678039e-02
 -7.72801393e-03 -5.75614426e-02 -1.08535584e-02 -4.54694176e-02
  6.14314669e-02 -2.12496342e-02 -1.42471987e-02 -8.67329056e-03
 -3.26956978e-02 -3.59470738e-02  4.45552492e-02  4.24993614e-02
 -2.71804237e-02 -1.67237305e-02  4.45047808e-02  1.31587834e-02
  9.73284865e-03 -3.77698144e-02 -1.40047331e-02 -8.01623468e-02
  1.71163195e-02  1.08659210e-02  8.51272070e-02  3.83889437e-02
 -3.49097009e-02 -1.59134640e-02 -1.25503043e-01  3.98455015e-03
 -4.95133599e-02  2.80521495e-03  7.78453514e-02  3.44196236e-02
  6.82656255e-02  1.71982878e-02  3.62805906e-03 -4.70432475e-02
  6.87928555e-03 -2.57565528e-02 -1.04015700e-01  4.17207752e-02
 -6.61572336e-03  1.16783011e-02  1.01899338e-03  9.42028352e-02
 -9.55462771e-03  5.15527484e-02 -3.33224084e-02  3.06588207e-02
  1.83400067e-02  1.29556604e-02 -2.25583028e-02 -4.02960551e-02
  1.81253147e-02 -2.44623578e-02  7.98182099e-02  3.28821286e-02
 -1.03864042e-02 -2.02056397e-02 -4.33326163e-02 -4.40210201e-02
 -9.25308135e-02  3.08330031e-02  8.10676807e-03 -4.58033391e-02
 -1.86778375e-02 -4.55780066e-02 -8.05443902e-03 -1.26744151e-02
 -2.83320140e-02  4.92029250e-02  3.90264726e-03 -2.81520611e-02
 -3.54967292e-02  2.54837997e-02 -1.02725594e-02  2.25005138e-02
  5.28222349e-02 -2.24314704e-02  6.98082347e-02 -4.42276210e-02
  2.59268708e-02  6.33593821e-02 -6.24861633e-03 -4.21719486e-02
 -1.02642071e-02 -4.76157314e-02  2.01123084e-02 -1.28737703e-01
  6.71862693e-02  3.52518013e-02 -1.89294301e-02 -3.42618635e-02
  8.74853512e-03 -6.69721969e-02 -3.07905917e-02  1.41541945e-02
 -7.03682027e-03  5.64479946e-03 -2.44520348e-02  8.04246124e-02
 -4.54451855e-02 -3.62765463e-02  2.80805184e-03 -5.46637888e-02
 -3.80094420e-02 -4.09835601e-02 -3.97231905e-02  1.30374398e-02
  1.85093234e-02 -7.12215810e-02 -1.36807076e-03  3.36829630e-02
  9.91595007e-03 -3.23652892e-02 -1.65126887e-02  1.06370299e-01
  3.68890167e-02 -6.85298487e-02 -5.47244120e-02 -4.95712063e-02
  3.43468831e-02 -6.15014086e-02 -1.64361658e-03  1.49195259e-03
 -5.32436896e-02  4.91497758e-02  6.35197555e-02 -3.18086032e-02
 -3.52001726e-02 -3.45767254e-02 -6.65554278e-03 -8.65404455e-03
  2.05932811e-02 -6.08041515e-02 -3.66193072e-02 -7.54772972e-02
 -1.17672476e-02  2.96951107e-02 -2.18848292e-02 -8.96195462e-02
 -3.30330892e-02  5.22570251e-03  5.58467392e-02 -4.23017647e-03
 -1.02791038e-01 -1.44979998e-02  5.64865198e-02  1.46693082e-02]"
0.0,Split Complementary,w,InterfaceGAN_LR_0.01_8_Split Complementary_True,interfaceGAN/split_complementary/,0.96,"BW, Brown, Yellow, Cyan, Blue, Green, Red, Magenta","[0, 35, 70, 150, 200, 260, 345, 360]","[ 8.02037382e-02 -2.85457162e-02  3.59954349e-03 -1.25731534e-02
  5.96819664e-02 -2.28573506e-02 -3.81230181e-03 -7.19722206e-03
  3.85920661e-02 -6.15891318e-03 -4.52058307e-02  6.22074283e-02
 -1.61751632e-02 -1.04406924e-02 -5.39146098e-02  4.30559711e-02
 -7.57201612e-02  5.31989007e-03  7.68640215e-03  4.04540749e-02
 -1.53058620e-02 -4.48379446e-02  1.28210702e-02  7.59179178e-02
  1.09381916e-02  1.18170210e-02  3.30258531e-02  1.00401657e-03
  3.16632368e-02  6.53133053e-02 -7.67461285e-03  2.92902186e-02
  2.47999853e-02  5.23100981e-03 -7.74939443e-03  3.33281735e-02
  2.14516053e-02 -5.52167918e-02  1.66303045e-02 -6.76740163e-02
 -7.58449424e-02 -1.22801057e-02 -6.90431046e-02 -4.23113020e-02
 -6.53797739e-02  2.35317917e-02  2.11385802e-02 -1.64609551e-02
 -3.44773552e-02  6.88844329e-03 -6.22147777e-02 -2.99085851e-02
 -9.87411053e-02  2.15941694e-02  2.81359350e-02  1.56236998e-02
  2.36417808e-02 -1.92331770e-02 -6.09920208e-02  7.01512164e-02
 -4.87771512e-04 -2.42069573e-02  1.29909198e-02  1.71904744e-02
 -1.78094727e-02 -2.39248522e-02 -4.58223910e-03  4.59839005e-02
 -5.05138386e-02  1.73850784e-02  5.68328375e-02  1.40766375e-02
 -7.47798520e-02  5.96421738e-02 -6.96241330e-05  2.36238137e-02
  1.08385194e-01 -4.34840616e-02  7.57839152e-02  2.27221500e-02
 -1.19962701e-02  4.41896643e-02 -4.11172708e-02  6.06265755e-03
 -2.55658901e-02 -3.60661639e-02  4.22255555e-02  8.42817380e-02
 -7.92676899e-03  2.39079201e-02 -5.80540838e-02 -1.46246981e-02
 -5.16651055e-02 -2.01797635e-03  6.52904755e-02  3.96779373e-02
 -3.95779874e-02 -5.68508035e-02 -1.88198053e-02 -5.23403766e-02
 -4.94540786e-02  3.10165291e-02 -6.03170612e-02  6.77195226e-02
 -5.16240411e-02  3.78258312e-02  7.08766121e-03  2.90193924e-02
  8.49143132e-02  6.65962231e-02 -6.94464010e-02  2.93750763e-02
 -7.09680141e-02  2.57212852e-02 -7.81639579e-02 -2.89248706e-02
  1.92519785e-02  6.65732214e-03  5.40750019e-03 -3.92274765e-02
 -6.69147494e-03  7.55864765e-03  4.77189417e-02  8.52640788e-03
  2.33160887e-02 -2.21514557e-02 -1.49517901e-03  3.65746378e-03
 -1.12949702e-02  5.86380690e-02 -4.12724749e-02  5.54445433e-02
  3.26729606e-02  5.19273785e-02 -6.73532417e-02  3.63762745e-02
 -8.81777988e-02  6.22256996e-02  3.63217889e-02 -2.31027197e-02
  9.51473816e-03 -1.16752015e-02  3.69078414e-02 -1.11960980e-02
  8.17904244e-02  3.09074362e-02  1.11764509e-02  1.56042167e-02
 -8.51295586e-02  5.85779826e-02  5.97432062e-02  7.56373751e-02
  3.07157212e-02 -8.55320976e-03 -1.68597246e-02 -3.01291856e-02
 -1.01773177e-02 -2.55990986e-02 -3.00146439e-02 -6.88305207e-02
 -1.72543880e-02  1.99130559e-02 -4.13789074e-02 -1.45781987e-02
 -2.17762249e-02 -6.66164223e-02 -6.07488114e-02 -1.53522474e-02
 -1.75009966e-02 -3.91121407e-02  1.38772993e-02  2.07721246e-02
 -8.12946436e-03  5.54747286e-02  3.75076539e-02  4.40435461e-02
 -2.67332363e-02 -1.52777748e-02  3.33742927e-02 -1.02906419e-01
 -7.18866259e-02 -2.28939810e-02 -1.74249353e-02 -1.80341605e-02
 -2.48540386e-02 -6.65370428e-02  8.94209222e-03  6.92269501e-02
 -8.63973683e-02 -1.54074820e-02  2.15248627e-02  1.78825431e-02
  2.90027880e-02 -2.16250660e-02  3.24582215e-02 -3.01838228e-02
 -3.98667309e-02  3.23769139e-02  5.34699528e-03  9.71444624e-03
  4.67119133e-02  8.36720256e-03  1.27456634e-03 -4.32838463e-03
  4.93496867e-02  7.03665216e-02 -2.72708128e-02  1.04504053e-02
 -5.88513318e-02  2.41133678e-02 -3.52314480e-02  3.75586489e-02
  2.61080525e-02 -2.71831013e-02 -2.57105811e-02  3.85672058e-02
  1.21469685e-02  2.48825551e-02  5.42922268e-02 -3.39809593e-02
  2.98442461e-02 -2.38993125e-03  6.63020623e-02  4.54480592e-02
 -3.83728740e-02 -1.53220731e-02 -7.14133158e-03 -7.73095384e-02
 -5.03832312e-02  3.67463787e-02 -4.47531618e-02 -2.97237396e-02
  8.40599530e-03  3.35028023e-02 -1.17944331e-02  8.65561465e-02
 -5.70049846e-02 -1.74783318e-02 -1.33463625e-01  1.73759628e-02
 -5.02065702e-02 -3.71224666e-02  6.18183218e-02  2.84458033e-02
  5.98776356e-02  2.87509090e-02  6.36047957e-02  1.22480649e-03
 -2.61842818e-02 -4.38899704e-02 -1.36432138e-02 -3.71282840e-02
 -7.64681443e-02 -3.39702198e-02  2.29104149e-02 -2.54961507e-02
  2.53816743e-02 -6.93596155e-02 -6.38091497e-03 -1.49621368e-02
 -1.54830866e-03 -1.08096385e-03 -2.47551797e-02 -4.15083609e-02
  9.35390612e-03 -7.67801048e-03  5.23640258e-03  4.11396594e-02
 -6.38005198e-02 -3.69784998e-02 -7.77084448e-02  4.73488729e-02
  9.45546321e-02  5.12027236e-04 -8.38710188e-02  2.06317076e-02
 -7.51439618e-02  1.14152815e-02  3.58466989e-02  2.31041630e-02
 -2.18059602e-02 -4.84420263e-02  2.75995801e-02 -1.74310884e-02
  6.41884323e-02 -4.21834370e-02 -1.52910648e-02  5.38841589e-02
  7.53428062e-02  5.26625259e-02  2.19919995e-02  3.72641690e-02
 -7.43430444e-02  6.49909104e-02  5.95753780e-02  2.24707321e-02
  7.46787670e-02 -3.29262072e-02 -7.96354665e-02 -2.18114830e-03
 -4.58916544e-02  6.61564646e-02  3.37681220e-02  3.61009031e-02
 -4.89358431e-02  2.54316147e-02 -3.73526595e-03 -6.24527863e-02
 -1.72866338e-02 -6.95532040e-02  3.49936387e-02  6.32105004e-02
  5.71768345e-02 -4.96901857e-02  4.50132264e-02 -2.39071885e-02
 -2.64549545e-03 -3.32872299e-02 -1.18048027e-02 -2.41700647e-02
  1.92596795e-02  2.61040530e-02  8.45014204e-03  3.75380072e-02
 -5.38257379e-02 -8.79654676e-02  1.92556015e-02 -1.79171916e-02
 -6.65247352e-02 -2.62321511e-02  7.15766377e-02 -2.51448500e-02
 -6.82513708e-02  6.85051612e-02  4.22271267e-02  1.92583213e-02
 -7.62595174e-03 -6.10463082e-02 -4.70877459e-02  3.39102385e-02
  2.97428446e-02  3.97443207e-02  5.24261605e-02  1.87891953e-02
 -9.29982866e-02  9.22058945e-03 -4.67714289e-02 -3.23695280e-02
 -1.35759383e-01  4.05905029e-02 -9.01878396e-02 -6.81677856e-02
 -1.57644578e-02 -1.89172608e-02 -7.53867303e-02 -2.32909675e-02
  7.47720433e-02  1.57942174e-02  3.91209877e-02 -1.73455295e-02
 -3.41096760e-02 -8.68028800e-02  4.09477356e-02  3.78862302e-02
 -6.54451198e-03 -9.11698767e-02 -1.24799051e-02 -3.46750957e-02
  8.70116281e-02 -2.37890976e-02 -1.56510090e-03  3.12348465e-03
 -1.38289978e-02  1.79863899e-02  2.31069084e-02  3.40175557e-02
 -3.00056598e-02 -2.03730961e-02  2.38685144e-02  2.56850871e-02
 -7.60309766e-03 -5.31747407e-02 -5.37390514e-02 -7.43797633e-02
  1.99464562e-02  2.44453587e-02  9.31779706e-02  6.73837677e-02
 -3.41623090e-02 -4.06060450e-02 -1.21129524e-01 -8.70281995e-03
 -4.07622427e-02  1.90613904e-02  6.56452137e-02  2.27678852e-02
  6.33658562e-02  5.81847831e-02  3.50403271e-02 -1.00287609e-02
  9.03781713e-03 -5.45413927e-03 -8.14245694e-02  6.02009934e-03
 -1.41679824e-03  4.57008100e-02  4.47486558e-03  9.02222640e-02
 -4.38845482e-02  3.83671085e-02 -4.71048311e-02  5.38075862e-02
  2.75728285e-02 -8.28236969e-03 -2.43502670e-02 -5.23978157e-02
 -2.52073913e-03 -4.00555287e-03  6.26879992e-02  1.15456090e-02
 -9.25008898e-03  2.46118764e-03 -1.98664833e-02 -4.57328101e-02
 -4.55539431e-02  5.36895210e-02 -5.92515246e-04 -3.55783913e-02
 -1.67186412e-02 -5.60643742e-02  1.99524937e-02 -1.53628318e-02
 -2.49718894e-02  3.10150491e-02  8.74326299e-04 -3.67705032e-02
 -3.76711312e-02  2.43817196e-02 -8.46990853e-03 -8.81797455e-03
 -5.57921839e-03 -3.12162790e-02  7.22198147e-02 -4.11223438e-02
  2.33829433e-02  1.03114877e-01 -1.40433093e-03 -5.00688197e-02
 -2.50716268e-02 -5.87540057e-02  2.38032626e-02 -1.02569325e-01
  3.42432530e-02 -2.24681318e-04 -2.84499332e-02 -8.25256396e-03
  3.06614540e-02 -6.09267925e-02 -1.22162857e-02  3.88479396e-02
 -1.49001754e-02  1.65123678e-02 -2.55904041e-02  7.38504059e-02
 -1.94033872e-02 -4.78334644e-02 -2.00465636e-02 -4.09817978e-02
 -4.80070408e-02 -4.60538776e-02 -1.77339896e-02  3.44288937e-02
 -1.04102902e-02 -7.25356009e-02 -2.77281817e-02  2.87736891e-02
  1.95362184e-03  1.00812176e-02 -4.98598931e-03  8.15035205e-02
  1.62232664e-03 -7.23684020e-02 -3.74856004e-02 -3.67531794e-02
  4.50582281e-02 -8.52864915e-02  2.35678974e-02  9.29901342e-03
 -6.68391508e-02  5.60104741e-02  4.68994715e-02 -2.70472332e-02
 -4.56626443e-02 -6.15286916e-02 -9.26495249e-04 -7.66777359e-04
  2.37573848e-02 -5.31389369e-02 -4.80830330e-02 -5.35477963e-02
  2.23422024e-02  1.68209728e-03 -1.50127103e-02 -7.82856396e-02
 -1.28866505e-02  2.98330368e-02  5.14577927e-02 -2.57046009e-02
 -8.58284386e-02 -4.34240976e-02  8.21475615e-03  5.07574593e-02]"
