Feature,Variable,Space,Method,Subfolder,Classes,Separation Vector
SEED PEARL,color,w,ShapleyVec_True_0.5_18_color_LR,ShapleyVec_beauty/color/,"SEED PEARL, FUJI SNOW, ORANGE ESSENTIAL, RIVIERA BEACH, NECRON COMPOUND, WOODEN CABIN, AMERICAN ROAST, ANTIQUITY, NEPAL, FIREBIRD TAIL LIGHTS, CHAI TEA, VENOM WYRM, SUPERIOR BRONZE, ALPHA BLUE, FALU RED, CRUSADE KING, AWARD BLUE, PITMASTON PEAR YELLOW","[-0.0637  0.      0.      0.      0.      0.1749  0.      0.     -0.058
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.1547  0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.0692  0.
  0.      0.      0.      0.      0.      0.      0.0329  0.      0.
  0.      0.      0.      0.      0.      0.      0.     -0.1551  0.
  0.      0.      0.     -0.0637  0.      0.      0.     -0.1255  0.
  0.0072  0.     -0.305   0.      0.      0.      0.      0.      0.
  0.      0.0321  0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.0167  0.      0.     -0.0733  0.      0.
  0.      0.      0.     -0.1083  0.      0.      0.      0.0376  0.
  0.0269  0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.     -0.227   0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.     -0.0275  0.      0.
  0.      0.      0.0972  0.     -0.2061  0.      0.      0.      0.0098
  0.      0.      0.      0.      0.     -0.1947  0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.0339 -0.0345  0.173   0.      0.0769  0.1284  0.      0.
  0.      0.      0.      0.      0.      0.     -0.0294  0.      0.
  0.      0.      0.     -0.1339  0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.     -0.0559 -0.1235
  0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.1412  0.      0.      0.      0.      0.     -0.124   0.      0.
  0.      0.      0.      0.      0.      0.0079  0.      0.      0.
 -0.0583  0.      0.      0.     -0.1052  0.      0.1232  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.0015
  0.      0.     -0.0428  0.      0.     -0.0096  0.      0.      0.
  0.      0.     -0.06    0.      0.      0.      0.      0.      0.
  0.      0.1755  0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.1286  0.      0.0789  0.      0.      0.
  0.      0.      0.      0.      0.     -0.055   0.      0.      0.
  0.      0.      0.      0.      0.     -0.0932  0.      0.      0.
  0.     -0.1681  0.     -0.0692  0.      0.      0.      0.      0.
  0.      0.     -0.0852  0.      0.      0.      0.     -0.0387 -0.0336
 -0.11    0.      0.      0.      0.      0.      0.     -0.1316  0.
  0.     -0.1384  0.      0.0865  0.      0.      0.0727  0.      0.
  0.      0.      0.      0.      0.      0.      0.     -0.0366  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.0366  0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.     -0.0774  0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.4243  0.      0.      0.      0.      0.     -0.018
  0.      0.      0.      0.      0.0444  0.      0.1126  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.1438  0.0469
  0.      0.      0.      0.     -0.1409 -0.0153 -0.0445  0.      0.
 -0.1016  0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.0413  0.      0.      0.      0.
  0.     -0.0756  0.     -0.0797  0.     -0.0584  0.     -0.0854  0.
  0.      0.      0.      0.      0.     -0.0299  0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.0109  0.1271  0.
  0.      0.      0.      0.      0.      0.      0.      0.    ]"
FUJI SNOW,color,w,ShapleyVec_True_0.5_18_color_LR,ShapleyVec_beauty/color/,"SEED PEARL, FUJI SNOW, ORANGE ESSENTIAL, RIVIERA BEACH, NECRON COMPOUND, WOODEN CABIN, AMERICAN ROAST, ANTIQUITY, NEPAL, FIREBIRD TAIL LIGHTS, CHAI TEA, VENOM WYRM, SUPERIOR BRONZE, ALPHA BLUE, FALU RED, CRUSADE KING, AWARD BLUE, PITMASTON PEAR YELLOW","[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.1074
  0.     -0.2102  0.      0.      0.      0.      0.     -0.0142  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.0652  0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.113  -0.2347 -0.0563  0.      0.      0.      0.      0.      0.1366
  0.      0.      0.      0.      0.      0.      0.0769 -0.0809  0.
  0.      0.     -0.0753  0.      0.      0.      0.     -0.1166  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.0383  0.      0.     -0.065   0.      0.      0.
  0.     -0.1298 -0.1042  0.      0.0944  0.      0.      0.      0.
  0.      0.      0.      0.      0.     -0.0322  0.     -0.1675 -0.1058
  0.      0.      0.      0.0089  0.      0.     -0.1199  0.      0.
  0.      0.      0.      0.      0.      0.     -0.2421  0.      0.
 -0.0705  0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.     -0.0801  0.      0.      0.      0.0507
  0.      0.      0.      0.      0.     -0.0443  0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.0639  0.      0.      0.     -0.1893  0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.1667  0.      0.      0.      0.      0.      0.     -0.1087  0.104
  0.      0.      0.      0.0016  0.      0.      0.0537  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.     -0.1358  0.      0.      0.      0.      0.2152
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.0175  0.     -0.1497  0.      0.      0.     -0.0946  0.      0.
  0.      0.0117  0.      0.      0.      0.0558  0.      0.      0.
 -0.2007  0.      0.      0.     -0.1249  0.      0.      0.      0.
  0.     -0.0963  0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.1535  0.      0.      0.0661  0.      0.      0.
  0.      0.      0.0801  0.      0.      0.      0.      0.      0.
 -0.0549  0.      0.      0.      0.      0.      0.     -0.0992  0.
  0.      0.0228  0.      0.0951  0.     -0.0649  0.      0.0205  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.1334  0.      0.      0.      0.      0.      0.
  0.      0.0309  0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.2193  0.      0.      0.      0.      0.0523  0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.1936
  0.      0.      0.      0.      0.      0.      0.0438  0.      0.
  0.      0.      0.      0.      0.     -0.0642  0.      0.047  -0.0006
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.1087  0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.0549  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.0088  0.0857  0.      0.     -0.115
  0.      0.      0.      0.      0.0264  0.      0.0543  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.2693
  0.      0.      0.      0.      0.      0.     -0.1001  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.0621  0.      0.      0.      0.      0.      0.     -0.0667  0.
  0.      0.      0.      0.     -0.0901  0.      0.      0.      0.
  0.      0.      0.     -0.1099  0.      0.      0.     -0.1198  0.0443
  0.      0.      0.      0.      0.     -0.1037  0.      0.0314  0.
  0.      0.      0.      0.      0.      0.0788  0.079   0.      0.
  0.1388  0.      0.0459  0.      0.      0.      0.      0.    ]"
ORANGE ESSENTIAL,color,w,ShapleyVec_True_0.5_18_color_LR,ShapleyVec_beauty/color/,"SEED PEARL, FUJI SNOW, ORANGE ESSENTIAL, RIVIERA BEACH, NECRON COMPOUND, WOODEN CABIN, AMERICAN ROAST, ANTIQUITY, NEPAL, FIREBIRD TAIL LIGHTS, CHAI TEA, VENOM WYRM, SUPERIOR BRONZE, ALPHA BLUE, FALU RED, CRUSADE KING, AWARD BLUE, PITMASTON PEAR YELLOW","[-3.460e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00 -5.250e-02  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -2.122e-01  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00 -1.320e-02  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  5.270e-02  0.000e+00  1.114e-01  0.000e+00
 -1.781e-01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  2.960e-02  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -2.116e-01  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -1.991e-01  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  4.610e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -9.890e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  1.240e-02  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  2.164e-01  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -7.870e-02
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -6.720e-02  0.000e+00  3.380e-02  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  1.963e-01  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -4.160e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  1.516e-01  0.000e+00  1.551e-01  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00 -8.520e-02  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00 -2.317e-01 -2.401e-01  0.000e+00  0.000e+00
  0.000e+00 -1.100e-03  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -1.245e-01
  0.000e+00  0.000e+00 -3.590e-02  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  5.440e-02  0.000e+00  0.000e+00  0.000e+00
  1.759e-01  0.000e+00  1.029e-01  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.450e-02  0.000e+00 -1.286e-01  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00 -1.459e-01  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00 -9.940e-02  0.000e+00 -6.200e-02
  0.000e+00 -6.960e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00 -2.634e-01  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  9.890e-02
  0.000e+00  0.000e+00  1.700e-01  0.000e+00  0.000e+00  0.000e+00
 -7.190e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.222e-01 -2.119e-01 -7.780e-02  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00 -1.000e-04  0.000e+00  0.000e+00
 -1.260e-01  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -3.510e-02
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -3.770e-02
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  9.490e-02  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  5.860e-02  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  7.400e-02  0.000e+00  0.000e+00
  8.470e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  5.510e-02  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -1.921e-01  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  1.639e-01  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -4.990e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -7.980e-02
  0.000e+00 -6.750e-02  0.000e+00 -1.527e-01 -6.370e-02  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -8.050e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  1.562e-01  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  9.410e-02  1.249e-01  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  1.862e-01 -2.560e-02
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -9.900e-03  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -4.540e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  3.210e-02  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00]"
RIVIERA BEACH,color,w,ShapleyVec_True_0.5_18_color_LR,ShapleyVec_beauty/color/,"SEED PEARL, FUJI SNOW, ORANGE ESSENTIAL, RIVIERA BEACH, NECRON COMPOUND, WOODEN CABIN, AMERICAN ROAST, ANTIQUITY, NEPAL, FIREBIRD TAIL LIGHTS, CHAI TEA, VENOM WYRM, SUPERIOR BRONZE, ALPHA BLUE, FALU RED, CRUSADE KING, AWARD BLUE, PITMASTON PEAR YELLOW","[ 0.0662  0.     -0.0926  0.      0.     -0.0405  0.      0.      0.0054
  0.      0.079   0.      0.      0.      0.      0.      0.      0.
 -0.0799  0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.2055  0.
  0.      0.      0.      0.      0.      0.      0.     -0.1753  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.0355
  0.      0.      0.      0.      0.0527  0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.0154  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.1907  0.      0.     -0.0969  0.      0.      0.
  0.      0.      0.1359  0.     -0.1257  0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.0679 -0.1207 -0.1694 -0.2647
  0.      0.      0.      0.     -0.      0.      0.      0.      0.
  0.      0.      0.     -0.08    0.      0.      0.     -0.0612  0.
  0.      0.      0.     -0.0222  0.      0.      0.      0.      0.
  0.      0.      0.      0.     -0.1013  0.      0.      0.      0.0876
  0.      0.      0.      0.      0.      0.      0.1663  0.      0.
  0.      0.      0.1885  0.      0.      0.      0.      0.     -0.185
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.     -0.1482  0.      0.      0.      0.      0.
  0.      0.      0.      0.0796  0.      0.      0.093   0.      0.
  0.      0.      0.      0.      0.      0.      0.0311  0.      0.
  0.      0.      0.      0.0294  0.      0.     -0.0919  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.0415  0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.     -0.1124  0.      0.
  0.      0.      0.      0.     -0.0188  0.0374  0.      0.      0.
  0.      0.      0.      0.     -0.006   0.      0.      0.      0.
  0.     -0.2516  0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.0554
  0.0617  0.      0.      0.      0.      0.1353  0.      0.      0.
  0.      0.0334  0.      0.      0.      0.      0.      0.      0.
  0.     -0.0685  0.      0.      0.      0.0351 -0.1581 -0.0231  0.
  0.      0.      0.      0.      0.      0.1177  0.      0.      0.
  0.      0.      0.      0.      0.      0.0125  0.      0.     -0.0648
  0.      0.      0.     -0.0334  0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.133
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.     -0.1909  0.      0.      0.     -0.0752  0.     -0.0168  0.0971
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.0198  0.      0.     -0.1304  0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.1388  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.0624
  0.      0.      0.      0.      0.0275  0.      0.0342  0.      0.
  0.132   0.      0.      0.      0.     -0.1057  0.      0.      0.
  0.0186  0.      0.      0.     -0.092   0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.1479  0.      0.      0.      0.      0.0518  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.1042  0.      0.      0.      0.      0.      0.      0.0321  0.
  0.0852  0.      0.      0.      0.     -0.0499  0.      0.      0.
  0.      0.      0.      0.      0.     -0.0484  0.     -0.3629  0.
  0.      0.      0.      0.      0.1953  0.      0.      0.    ]"
NECRON COMPOUND,color,w,ShapleyVec_True_0.5_18_color_LR,ShapleyVec_beauty/color/,"SEED PEARL, FUJI SNOW, ORANGE ESSENTIAL, RIVIERA BEACH, NECRON COMPOUND, WOODEN CABIN, AMERICAN ROAST, ANTIQUITY, NEPAL, FIREBIRD TAIL LIGHTS, CHAI TEA, VENOM WYRM, SUPERIOR BRONZE, ALPHA BLUE, FALU RED, CRUSADE KING, AWARD BLUE, PITMASTON PEAR YELLOW","[-0.0131  0.      0.     -0.1518  0.     -0.0003  0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.     -0.12    0.      0.074   0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.0405  0.      0.0867  0.
  0.      0.     -0.0441  0.      0.      0.      0.     -0.1623 -0.0145
  0.      0.      0.      0.      0.      0.      0.0439  0.      0.
  0.      0.      0.0472  0.      0.      0.     -0.2371  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.0863  0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.024   0.      0.      0.      0.
  0.     -0.11    0.      0.      0.     -0.0217  0.      0.      0.0839
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.     -0.124   0.
 -0.0076  0.      0.      0.0659  0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.0751  0.      0.      0.      0.     -0.2884  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.1595  0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.0659  0.      0.
  0.      0.      0.      0.      0.      0.      0.     -0.1793  0.
  0.     -0.2442  0.     -0.0075  0.     -0.1866  0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.0587  0.      0.
  0.      0.      0.      0.      0.      0.      0.1868  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.089   0.      0.      0.      0.      0.2001  0.
  0.      0.     -0.1487  0.      0.      0.      0.      0.      0.
  0.     -0.0801  0.      0.      0.      0.006   0.      0.      0.
  0.      0.      0.      0.     -0.0725  0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.0841  0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.1466  0.      0.      0.      0.      0.0359  0.
 -0.0222  0.      0.      0.      0.      0.      0.      0.      0.0295
  0.      0.      0.      0.0471  0.     -0.0277  0.      0.1312  0.
  0.104   0.     -0.1268  0.      0.     -0.046   0.      0.      0.
  0.      0.      0.      0.      0.      0.1765  0.1278  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.     -0.0354  0.0196  0.      0.      0.      0.     -0.0206
 -0.0936  0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.     -0.0684  0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.0262  0.      0.      0.      0.      0.      0.      0.     -0.2039
  0.      0.0869  0.      0.      0.      0.     -0.2238  0.      0.
  0.      0.1259  0.      0.      0.      0.      0.1103  0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.1367  0.      0.      0.0621  0.     -0.0183  0.
  0.0362  0.      0.      0.      0.0144  0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.     -0.1404  0.
 -0.0139  0.      0.      0.      0.      0.      0.     -0.1288  0.
  0.      0.      0.      0.      0.      0.      0.     -0.0162  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.     -0.0596 -0.1147  0.041   0.      0.      0.
  0.      0.      0.      0.      0.     -0.0272  0.     -0.1305  0.
  0.      0.      0.      0.     -0.2782  0.      0.      0.    ]"
